#{"t_start": 1732006326.2208889, "env_id": null}
188.692449,4336,372310.216212,7
654.120022,4219,372631.712621,7
619.957705,4466,372971.357319,7
588.098439,5402,373383.83701,7
468.588917,4369,373715.05525,7
446.027235,6030,374174.66413,7
2236.018076,10630,375005.594207,7
831.984601,9601,375745.421219,7
1219.631552,14262,376841.160563,7
1525.035848,7064,377387.516081,7
1125.248295,6814,377909.306712,7
1501.280443,12128,378838.141524,7
-0.784699,12157,379779.229176,7
320.811915,1561,379897.999911,7
855.97576,3593,380175.653231,7
255.853879,1727,380305.701056,7
265.399451,1783,380439.37993,7
-626.653153,7883,381031.759382,7
-193.717576,3491,381292.917425,7
-253.970111,3976,381593.292157,7
382.959203,6023,382051.355672,7
627.113091,3757,382335.895414,7
572.761924,4349,382666.797016,7
579.256858,5138,383058.351867,7
487.542797,4570,383404.807839,7
455.862929,5870,383851.130442,7
2162.4768,11247,384731.879991,7
1006.38899,8505,385387.985605,7
516.536541,17241,386716.536117,7
1574.883025,8122,387346.799132,7
465.821216,7255,387899.992498,7
1142.737194,15791,389110.279747,7
759.60872,7301,389676.52669,7
341.23069,1418,389784.295527,7
837.705819,3610,390062.627587,7
192.8879,2044,390217.022812,7
262.152962,1644,390340.322011,7
100.524946,3028,390566.412356,7
-257.922351,4912,390933.447665,7
-334.95661,6409,391418.750859,7
-111.563613,10948,392249.851274,7
287.747725,7181,392792.915404,7
583.023524,4811,393157.489333,7
561.988274,4935,393534.390579,7
71.932205,8880,394208.952955,7
615.243448,5037,394593.080506,7
2364.389883,9755,395353.795999,7
1125.679206,6871,395881.111372,7
1568.39217,13886,396952.46539,7
1659.385206,6860,397483.775345,7
711.033687,3930,397784.848753,7
1700.422426,9834,398537.308481,7
630.824365,8118,399162.809335,7
376.07868,1153,399250.185696,7
962.771826,2769,399462.945485,7
254.858687,1212,399548.307324,7
311.435,1286,399636.343212,7
27.382921,3450,399874.678806,7
-195.166669,5706,400265.84846,7
553.701317,4442,400575.71469,7
503.664415,5757,400979.398642,7
380.027104,3830,401247.22823,7
502.696447,4274,401546.222538,7
420.74544,6197,401983.457362,7
657.731437,3537,402233.199765,7
69.165449,2675,402418.549701,7
2343.413728,9842,403129.729645,7
1274.479812,10608,403879.829698,7
1131.899848,16787,405069.785313,7
1500.172363,8786,405696.182913,7
1076.615532,9933,406397.103641,7
975.990099,14298,407415.959578,7
-105.953605,14812,408465.084181,7
31.812646,4540,408783.191877,7
854.168121,4103,409075.538484,7
286.764373,1392,409173.664168,7
243.845638,1426,409273.236814,7
-326.983795,5752,409671.154797,7
205.06553,1583,409779.005901,7
685.975878,3516,410024.707889,7
726.881543,3694,410284.397993,7
560.0567,5198,410647.120304,7
244.166246,6517,411101.477969,7
740.543735,4079,411387.531276,7
622.42894,4078,411672.819134,7
711.943546,4074,411955.532664,7
2415.881512,8562,412575.668703,7
1223.554483,13025,413494.77626,7
1112.14524,16400,414659.930649,7
1589.276817,7513,415198.208426,7
1504.238512,10717,415952.603656,7
1224.521622,12497,416834.479364,7
863.160885,6694,417313.095432,7
319.675712,1647,417428.735969,7
908.730132,3408,417670.797619,7
150.383912,2385,417835.746445,7
294.081874,1515,417940.503194,7
-20.950791,3815,418202.436379,7
162.816236,2268,418358.162401,7
605.907224,4181,418649.754113,7
-70.27966,9714,419326.19673,7
2.051519,8204,419895.279943,7
477.403931,5135,420255.507487,7
565.331589,4973,420605.163165,7
587.602316,4350,420908.489789,7
769.352729,3278,421140.059465,7
2126.821862,9692,421842.646392,7
407.348633,6776,422321.589445,7
738.73539,19077,423682.604174,7
245.239941,7309,424206.455902,7
1225.11039,9365,424873.421458,7
857.023868,7165,425381.936214,7
573.329839,7635,425925.118665,7
340.866862,1418,426024.289756,7
976.295654,2836,426226.504139,7
78.416409,1371,426322.229794,7
97.140401,3258,426546.685488,7
-41.364458,3085,426760.528166,7
-1077.647478,12580,427629.320606,7
-677.20742,12793,428529.258491,7
-454.856643,5918,428942.956178,7
-359.774975,8989,429570.696339,7
478.949682,5957,429992.751054,7
472.989023,5341,430366.994715,7
105.666061,7996,430930.5933,7
-337.479939,5889,431342.368673,7
1366.849615,19444,432763.48404,7
336.146685,5772,433180.013419,7
667.487664,17842,434454.083676,7
1174.446223,10768,435234.188521,7
1076.463089,6705,435712.069882,7
-323.994439,4739,436044.696537,7
352.894745,10302,436780.033709,7
-133.227997,1362,436876.276194,7
536.619691,7308,437397.078865,7
229.158179,1832,437524.217753,7
166.992992,2413,437692.242311,7
-211.111507,6023,438112.70242,7
-131.649688,4533,438424.027243,7
472.952614,3942,438698.695906,7
-206.501784,4790,439033.73222,7
-72.519029,1148,439113.587101,7
-418.591105,4204,439409.08466,7
-232.398614,2340,439574.797972,7
-1117.797673,19826,440954.111557,7
154.696797,6890,441433.391803,7
1866.215314,14628,442487.94271,7
265.058914,15638,443592.796531,7
1357.437446,14995,444654.75948,7
1024.719387,9576,445338.68812,7
989.652063,14624,446370.493059,7
-181.505954,21466,447890.440921,7
576.259301,7801,448450.38558,7
198.642818,2850,448648.585778,7
647.529729,6124,449087.640017,7
223.718569,2054,449231.345681,7
220.359705,2171,449381.89757,7
143.470565,2481,449552.741941,7
-151.586185,3275,449778.137352,7
343.441011,4174,450068.144491,7
684.211572,4224,450363.753214,7
264.604031,2796,450557.819356,7
131.639159,1617,450670.724521,7
635.909087,5180,451031.813059,7
-169.804903,8226,451603.769068,7
-315.452959,8569,452203.672878,7
2326.736151,9819,452909.635737,7
-337.133142,6925,453400.779942,7
1456.825015,12614,454298.699681,7
1468.565491,7903,454864.437166,7
725.154231,5738,455272.048315,7
843.445971,16494,456438.377147,7
493.06096,10112,457157.770052,7
356.22412,1213,457244.21146,7
886.24878,3556,457496.911919,7
-3.79595,2375,457661.38521,7
248.564544,1838,457788.962794,7
190.919687,2035,457929.517223,7
54.875046,3266,458152.49535,7
450.90395,4632,458475.058397,7
697.770967,4004,458755.992297,7
234.205567,4042,459038.431716,7
697.806777,3588,459290.975726,7
644.71879,5114,459651.248787,7
342.600643,6364,460096.391309,7
61.309201,9287,460739.027373,7
1883.478397,7388,461270.538772,7
680.468948,13752,462237.612246,7
1399.300233,10973,463016.674602,7
1091.163497,12967,463939.925574,7
537.862046,4375,464248.912515,7
1427.678507,8131,464826.319346,7
731.971926,7413,465354.957354,7
329.68462,1552,465462.879172,7
949.841698,3038,465680.71753,7
204.458406,1746,465801.807199,7
-80.597894,3064,466013.314512,7
-641.125125,7302,466517.288692,7
-45.388176,3736,466776.191043,7
99.218028,8421,467365.878644,7
75.300385,5559,467755.686751,7
579.253975,4685,468084.404009,7
546.869751,3759,468346.668782,7
519.275539,4003,468625.048229,7
450.535614,5666,469019.93731,7
599.111233,3765,469284.478977,7
2089.810113,9969,470007.062481,7
735.578057,4842,470350.729431,7
1212.760215,16230,471497.307734,7
1427.831652,8744,472122.791354,7
1054.243236,7443,472648.72261,7
1360.497432,12678,473542.187572,7
445.284788,10110,474257.993976,7
206.921495,2836,474455.950395,7
871.147363,3445,474700.375395,7
268.966492,1595,474811.831929,7
97.940047,3240,475035.263048,7
-134.158086,4395,475337.82664,7
-162.897892,4312,475636.273893,7
378.854298,5085,475990.021347,7
656.606627,4475,476302.175155,7
-78.524794,9715,476978.307619,7
349.715886,5664,477374.397573,7
712.740351,4449,477688.052759,7
466.813405,4776,478024.21706,7
535.345105,4813,478357.723054,7
2338.433598,9405,479039.336008,7
792.884099,6640,479512.039048,7
1373.287078,14810,480561.355613,7
1622.680769,7119,481070.085911,7
1372.035263,6808,481551.373744,7
457.302158,22331,483141.369393,7
962.040193,19122,484506.911909,7
157.578601,1886,484638.680363,7
869.178886,3960,484919.778963,7
279.468864,1556,485028.176747,7
259.495409,1785,485152.115307,7
144.238591,2541,485327.99655,7
192.363139,1462,485429.05444,7
348.369997,6040,485852.710264,7
359.610823,6490,486309.075735,7
413.964779,5976,486727.333038,7
408.738008,5080,487082.632843,7
389.694372,6890,487566.066969,7
273.698868,7456,488091.239862,7
294.994949,6544,488551.693579,7
2417.294841,8689,489181.229657,7
1877.781531,10856,489950.339315,7
1558.634934,12565,490614.215989,7
1737.040414,6292,490928.615443,7
1230.974084,16327,491619.361456,7
1310.608662,12661,492150.098206,7
766.417027,7287,492471.402683,7
332.08756,1524,492530.164196,7
822.428442,3701,492685.217849,7
-118.56705,4281,492836.387795,7
244.510498,1829,492897.887678,7
88.515701,2745,492990.593817,7
141.590189,2481,493076.235259,7
479.832166,5220,493275.174985,7
597.201388,4040,493436.975453,7
377.621918,6427,493682.355653,7
105.620819,4263,493850.96624,7
437.807426,5333,494061.57358,7
445.298907,5516,494269.122074,7
529.63203,5697,494489.521777,7
2406.922292,8787,494953.852102,7
160.219666,6308,495389.349044,7
1665.524122,9602,495998.630527,7
1415.922336,9150,496653.93762,7
325.793767,9026,497276.618196,7
1600.577406,12224,498120.016505,7
175.171795,12068,499063.081313,7
203.696243,2826,499322.775597,7
880.564409,3743,499674.843031,7
265.898025,1496,499810.014511,7
314.357755,1230,499921.813581,7
-145.884416,4738,500348.666879,7
76.599465,3158,500634.475907,7
310.302991,7229,501302.561831,7
623.876763,4393,501708.650377,7
587.367557,5046,502252.317545,7
133.123048,4587,502746.532148,7
688.711692,4610,503250.001792,7
-199.862979,8808,504220.151447,7
318.601854,6734,505001.33893,7
2337.586994,9061,506063.418954,7
354.064257,12771,507558.040733,7
1560.880888,13365,509122.263078,7
1187.166906,8362,510107.550157,7
506.824353,7884,511077.864939,7
677.762519,16865,512299.452167,7
525.080836,3675,512556.073385,7
178.313382,2824,512748.852713,7
850.967095,3969,513024.368057,7
174.046922,2466,513188.267157,7
19.238774,1992,513322.22782,7
-90.912752,4360,513614.198038,7
-521.595178,8353,514183.470972,7
277.275337,4437,514506.235607,7
213.574353,5839,514912.546319,7
575.066009,4754,515242.631026,7
720.172729,3445,515487.608293,7
561.875268,5666,515887.217158,7
446.418311,4704,516250.310567,7
466.597332,6194,516761.374644,7
2024.754183,12589,517837.184967,7
217.150932,19167,519446.935185,7
1586.495852,8804,520187.634982,7
1656.468265,6891,520777.351873,7
162.834692,15206,522065.002355,7
1092.517655,13401,523184.76863,7
575.617651,8340,523878.710417,7
233.173266,2491,524084.366906,7
907.744077,3420,524371.420245,7
212.338634,1676,524508.175119,7
53.006725,2480,524711.417022,7
-178.63566,5052,525126.852248,7
123.71205,2242,525309.7379,7
459.07603,5717,525781.056609,7
206.226061,7052,526309.385236,7
665.609031,3933,526577.172786,7
408.986618,4012,526846.64337,7
206.534151,8128,527403.795876,7
672.385498,3322,527626.51861,7
2.337179,2850,527816.199494,7
2391.544911,8782,528429.525223,7
95.234087,24861,530186.946089,7
1776.751028,10867,531021.435694,7
1704.796787,6659,531536.874765,7
672.877316,6876,532065.358159,7
974.226218,7354,532630.736045,7
22.958206,14708,533811.763789,7
323.126646,1607,533933.398152,7
829.036153,4017,534242.86403,7
268.307443,1594,534364.399456,7
83.853001,1973,534513.622393,7
-426.985107,7516,535079.819619,7
-218.233743,4233,535401.717335,7
-149.115472,5269,535798.688296,7
82.880588,9658,536530.895996,7
326.950379,7425,537092.073198,7
598.784062,3881,537387.23036,7
607.189523,5204,537783.440279,7
491.157141,5089,538168.334668,7
680.840401,3874,538461.240443,7
2510.827306,7826,539071.535535,7
884.239929,17892,540445.094548,7
1749.31245,9031,541139.03985,7
1192.82376,11323,542012.338069,7
1450.095858,12682,542980.234419,7
697.848385,19167,544449.093742,7
360.030811,11613,545345.37984,7
344.396383,1419,545452.647973,7
825.021936,3675,545735.255385,7
223.304685,2024,545887.357369,7
271.184634,1269,545982.079533,7
-198.891344,4743,546338.460669,7
-134.139816,4774,546694.86306,7
258.735394,6192,547163.415459,7
478.345717,4606,547513.208028,7
274.814538,4504,547854.254736,7
426.474886,5846,548298.565083,7
583.746091,5781,548739.233419,7
516.083152,4308,549065.471012,7
721.397975,3631,549342.127042,7
2246.465229,10314,550146.179775,7
1762.495867,11145,551003.35153,7
1427.667988,12474,551960.420858,7
1304.938247,9435,552694.948812,7
833.364359,13272,553708.560382,7
1833.385373,9797,554461.532827,7
-333.894568,13367,555491.750404,7
75.330178,4140,555805.181933,7
807.588622,4172,556127.974373,7
92.834957,3191,556367.777359,7
188.361853,2440,556551.111275,7
-561.956192,8096,557158.439718,7
131.685579,2233,557325.16731,7
516.446418,4380,557655.609257,7
729.17674,3281,557904.117728,7
3.706541,7637,558480.166573,7
481.670856,5544,558902.439977,7
402.065278,6982,559435.908582,7
297.554408,5484,559850.400448,7
508.817555,5844,560294.47126,7
2593.444626,6551,560805.535228,7
524.812498,9719,561548.680925,7
962.889891,18964,563015.124909,7
1694.967381,6472,563515.885361,7
1520.172413,9845,564269.465765,7
1391.851476,13030,565268.017004,7
1530.873056,12530,566235.768745,8
436.149215,4509,566579.454006,8
351.783094,1315,566678.871903,8
828.12787,4274,567006.438458,8
220.98295,1293,567102.875062,8
380.857374,2921,567322.194897,8
19.299675,1116,567404.396609,8
292.261189,1472,567514.876719,8
-30.379878,1910,567656.80213,8
152.626811,736,567711.969057,8
30.987344,360,567738.373096,8
-2.42157,2627,567936.289624,8
142.93329,2494,568122.701395,8
-191.866829,6529,568614.515018,8
75.714396,659,568663.728167,8
-121.332563,4832,569023.316492,8
174.048393,1939,569168.770676,8
582.863684,4168,569482.753613,8
180.941236,1293,569579.076156,8
-327.698793,1897,569719.702791,8
-48.963118,3981,570016.033746,8
-977.09253,8927,570681.592029,8
-187.644039,5631,571103.197917,8
38.880547,7022,571629.957415,8
586.462386,4693,571984.672602,8
-387.607418,8811,572645.148622,8
229.123703,2446,572828.702994,8
130.860019,6575,573324.884884,8
473.755309,5163,573716.247677,8
606.532478,5477,574100.478653,8
573.852121,3582,574342.936015,8
630.533691,4834,574677.379467,8
2266.224036,8741,575286.314808,8
1128.885964,6795,575756.059908,8
20.053351,1066,575826.566248,8
19.946054,650,575869.067784,8
1210.062319,13643,576816.961664,8
134.810977,804,576871.810813,8
1701.342033,6377,577317.27661,8
1506.373901,10685,578053.7792,8
-23.141005,2296,578206.961868,8
1082.036318,11889,579026.979966,8
723.459676,8291,579601.647041,8
224.960071,2602,579779.789444,8
948.835598,2814,579974.996269,8
205.907611,1312,580064.094257,8
304.072151,1289,580158.219895,8
-64.153305,2106,580317.784826,8
96.68145,3114,580535.816244,8
721.791866,2920,580750.272488,8
-307.705769,7031,581215.832306,8
14.388934,4900,581545.835641,8
480.474488,4810,581875.779121,8
630.473368,4692,582208.766352,8
96.88162,1571,582323.3094,8
397.679254,5136,582696.667242,8
-249.455272,3621,582946.018477,8
468.850029,5771,583358.04923,8
435.344243,6348,583804.025337,8
674.970382,3333,584030.570317,8
370.034886,7087,584512.6799,8
143.777266,836,584568.690831,8
366.40651,4061,584845.396816,8
204.667112,1296,584932.815263,8
2509.223997,7357,585450.410008,8
30.607538,2443,585612.594626,8
1594.0435,12573,586481.948993,8
43.512375,4250,586769.194497,8
22.672315,3037,586975.386715,8
1723.510706,9383,587629.145069,8
1586.086524,6572,588091.036532,8
92.13053,597,588130.537584,8
43.586817,5763,588519.581377,8
1155.553954,11979,589342.863032,8
-186.556331,2922,589541.695138,8
1171.862889,11622,590344.648485,8
-166.404439,3666,590588.711679,8
331.455961,2775,590776.501124,8
477.874709,9813,591459.913628,8
348.342224,1429,591558.014397,8
-665.197823,12508,592402.089966,8
-784.603873,7773,592931.46666,8
887.335346,3398,593165.471251,8
228.813803,1524,593268.218032,8
299.5271,1342,593357.851056,8
-239.705288,4489,593656.762479,8
-247.288445,4317,593949.843546,8
-263.937448,7286,594446.437642,8
165.762883,9085,595063.528411,8
-37.393138,6795,595527.661344,8
203.640666,7704,596055.847433,8
124.00317,2898,596251.941636,8
-42.307505,5976,596664.348542,8
-65.009035,4015,596943.719462,8
-410.075574,5893,597438.815086,8
-294.765784,7676,598042.231247,8
379.656926,5899,598765.440057,8
288.725604,3863,599516.649111,8
90.371643,5029,600492.947826,8
252.949598,3140,601135.241218,8
246.000737,5662,602267.146286,8
171.3809,1169,602557.488869,8
2100.182878,10811,605332.897391,8
428.675194,13643,608835.804276,8
82.40276,2121,609345.988325,8
276.004558,2084,609533.190306,8
52.275593,375,609566.408719,8
78.205093,5373,610050.7999,8
-13.167557,6445,610625.327061,8
419.170045,3450,610939.130227,8
177.996837,1247,611050.039576,8
652.325874,5750,611579.055377,8
1158.25209,6936,612288.27817,8
456.795696,8660,613257.849201,8
16.185223,638,613328.860082,8
29.1308,2155,613573.864038,8
-572.856364,28379,621857.997181,8
702.387025,8020,623937.073816,8
-179.199211,6477,626195.955044,8
-41.898062,2308,627016.838568,8
50.586776,5767,629069.236286,8
-52.269905,1869,629700.33044,8
-174.510221,2844,630696.593056,8
382.661948,2394,631539.489467,8
-57.26792,4019,632968.366407,8
-217.794031,2212,633761.693508,8
40.849702,4305,635284.691322,8
778.621185,3673,636592.096326,8
-439.672238,4863,638278.125473,8
-436.402785,4130,639704.147913,8
236.175766,1955,640387.750943,8
237.951267,4156,641822.589178,8
-346.876197,6725,644143.115281,8
63.319743,3779,645463.553866,8
131.790924,2448,646314.105985,8
110.700527,2742,647258.892571,8
170.634819,8078,650114.543201,8
501.187727,5635,650891.321403,8
-388.855667,8749,651857.739141,8
247.993598,7512,652687.333011,8
578.161245,4724,653219.511151,8
696.326176,4402,653708.536006,8
637.153505,3880,654138.595675,8
46.75507,5301,654731.147337,8
-55.796662,3005,655066.14028,8
156.702831,2058,655299.968707,8
390.630778,2046,655530.161549,8
-58.241869,1215,655666.556378,8
405.841923,4770,656195.714055,8
720.549047,3651,656544.474634,8
-34.955103,2130,656742.082446,8
31.2583,1049,656838.947218,8
64.09948,685,656902.525168,8
2173.023391,10530,657744.994952,8
251.938805,1529,657850.059909,8
937.341814,5831,658256.156482,8
1680.386765,9646,658924.105683,8
-36.660583,2491,659092.283758,8
1136.023755,10986,659855.175244,8
928.803328,7633,660375.68687,8
127.176954,3541,660613.582395,8
416.295696,2137,660759.468877,8
1568.007449,12638,661634.746413,8
581.310564,9301,662278.229421,8
-360.123951,6363,662704.927723,8
347.425629,1340,662797.164881,8
-207.905245,4792,663117.627001,8
337.898791,2339,663274.45922,8
333.32721,2185,663419.631233,8
827.177439,3879,663688.053741,8
275.202354,1495,663788.109559,8
257.759339,1315,663876.459094,8
-52.273089,1739,663994.878081,8
225.617268,1796,664113.651591,8
206.030859,1804,664234.981266,8
491.642262,3750,664487.828293,8
-34.639648,1563,664591.509545,8
528.018652,5316,664954.18088,8
126.482482,3853,665219.377355,8
24.62541,818,665275.346712,8
468.774251,4918,665610.359221,8
737.790782,3811,665875.639017,8
-105.746718,3584,666115.884677,8
679.016284,3065,666325.775034,8
328.281215,7139,666817.549226,8
2241.951538,10645,669255.251386,8
326.18841,1448,669779.386758,8
1225.453151,12390,674341.246435,8
1725.934584,10212,678138.080045,8
65.369828,5408,680151.883685,8
1072.560452,9686,683766.981087,8
1659.22945,11093,688398.015327,8
447.676184,2443,689427.67272,8
-149.434688,9281,691448.588044,8
1480.749478,10841,694799.761284,8
388.731167,11121,699502.222091,8
650.460879,3349,700882.72917,8
348.194747,1299,701425.095485,8
-202.776715,7573,704596.112516,8
103.537954,803,704932.088419,8
-82.788135,1921,705735.410629,8
653.792903,3894,707099.550241,8
136.914313,1250,707500.705272,8
248.706111,1832,708089.438106,8
258.269162,1875,708721.580398,8
67.202589,1604,709380.789254,8
-296.591654,5201,711239.802871,8
-161.780147,2961,712819.635139,8
45.843646,7579,716928.760664,8
83.2379,2448,718237.161571,8
-102.408469,2396,719536.438687,8
104.191983,584,719842.520954,8
653.547546,3499,721750.247111,8
105.467807,8384,724932.103821,8
304.029537,5921,725524.941339,8
624.287444,2479,726722.260135,8
-522.036484,10903,733150.897746,8
-336.459642,3168,735159.080416,8
247.450167,5823,738924.980454,8
49.361199,548,739279.389479,8
696.649838,3515,741602.798355,8
734.354321,3597,743999.598365,8
422.538087,3376,745741.363644,8
284.82173,5604,746536.934877,8
112.30774,7084,747393.532514,8
5.163817,3410,747716.964986,8
2250.059753,9075,748886.511302,8
-42.756321,1111,749327.095415,8
509.81876,3139,750715.129487,8
495.030128,3190,752125.070969,8
1490.132944,13923,758836.565197,8
1203.734178,15755,766591.919324,8
145.275208,3407,768043.916968,8
1609.078143,7226,770996.963473,8
1511.484037,12763,776309.823507,8
1827.060015,9332,780360.599657,8
118.763151,1350,780872.051178,8
256.545532,12900,786043.756991,8
-89.506344,6897,788832.701655,8
320.883575,1502,789405.220631,8
888.302254,3538,790773.784173,8
277.446583,1494,791367.483447,8
276.767133,1422,791700.633814,8
210.947769,1622,791925.596218,8
223.07936,1609,792142.502211,8
51.106562,2477,792467.29846,8
654.589977,3844,792984.319576,8
131.582255,1574,793195.962251,8
713.53514,3728,793699.507132,8
380.245898,4988,794380.079379,8
533.505536,5437,795272.722962,8
716.33283,3252,795825.857479,8
608.201207,3486,796424.747339,8
604.36066,4180,797136.601169,8
276.968944,2871,797637.518286,8
297.635202,7727,798772.693042,8
109.944674,3764,799184.113162,8
-6.978507,580,799245.795862,8
2167.871079,11303,800534.366508,8
